Название;Цена;Город;Дата размещения;Ссылка на фото;Ссылка на страницу
iPhone x;35 000 ;Новосибирская область, Новосибирск;4 июля 14:45;https://34.img.avito.st/208x156/8874046734.jpg;https://www.avito.ru/rossiya/novosibirsk/telefony/iphone_x_1918057616?slocation=621540
iPhone 7 / 8 7 Plus 8 Plus X XR 6s 6s Plus 5s 5 4s;4 343 ;Санкт-Петербург;5 июля 12:50;https://07.img.avito.st/208x156/5799175007.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_7_8_7_plus_8_plus_x_xr_6s_6s_plus_5s_5_4s_1670715821?slocation=621540
iPhone 8 X 7 7 Plus;11 490 ;Краснодарский край, Краснодар;5 июля 12:26;https://38.img.avito.st/208x156/8030121338.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_8_x_7_7_plus_1856903173?slocation=621540
iPhone 11 11Pro Xr X XS Se 8 7 7+ 6s;44 800 ;Москва;5 июля 13:01;https://88.img.avito.st/208x156/8793984788.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_11_11pro_xr_x_xs_se_8_7_7_6s_413336635
iPhone X;38 000 ;Тульская область, Тула;4 июля 21:33;https://19.img.avito.st/208x156/8875816319.jpg;https://www.avito.ru/rossiya/tula/telefony/iphone_x_1971261648?slocation=621540
iPhone X 64 GB;40 000 ;Белгородская область, Губкин;29 июня 19:15;https://39.img.avito.st/208x156/8848414439.jpg;https://www.avito.ru/rossiya/gubkin/telefony/iphone_x_64_gb_1949165411?slocation=621540
iPhone X 256gb;35 000 ;Мурманская область, Мурманск;4 июля 17:55;https://34.img.avito.st/208x156/8874966434.jpg;https://www.avito.ru/rossiya/murmansk/telefony/iphone_x_256gb_1972655410?slocation=621540
Чехол iPhone X Xs Moomin;500 ;Москва;5 июля 17:25;https://68.img.avito.st/208x156/8248722468.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehol_iphone_x_xs_moomin_1890357679?slocation=621540
iPhone X 64GB;40 000 ;Ростовская область, Новочеркасск;4 июля 22:41;https://72.img.avito.st/208x156/8876025572.jpg;https://www.avito.ru/rossiya/novocherkassk/telefony/iphone_x_64gb_1926491358
iPhone X;34 900 ;Удмуртская Республика, Ижевск;5 июля 10:54;https://35.img.avito.st/208x156/8687823435.jpg;https://www.avito.ru/rossiya/izhevsk/telefony/iphone_x_1930703944?slocation=621540
Чехол iPhone X;250 ;Москва;5 июля 12:53;https://71.img.avito.st/208x156/5402908671.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehol_iphone_x_1721087712
iPhone x;24 500 ;Москва;4 июля 07:33;https://24.img.avito.st/208x156/8872172324.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_1973426188?slocation=621540
iPhone X;31 090 ;Москва;5 июля 10:31;https://93.img.avito.st/208x156/7979270093.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_1870829202
iPhone X 256gb;29 000 ;Ярославская область, Ярославль;5 июля 00:07;https://40.img.avito.st/208x156/8707616540.jpg;https://www.avito.ru/rossiya/yaroslavl/telefony/iphone_x_256gb_1916860600?slocation=621540
iPhone X 64gb black;17 000 ;Московская область, Богородский г.о., Ногинск;29 июня 15:58;https://23.img.avito.st/208x156/8847215123.jpg;https://www.avito.ru/rossiya/noginsk/telefony/iphone_x_64gb_black_1976485981?slocation=621540
iPhone 10 space gray 256;34 999 ;Мурманская область, Мурманск;4 июля 14:24;https://20.img.avito.st/208x156/8873939920.jpg;https://www.avito.ru/rossiya/murmansk/telefony/iphone_10_space_gray_256_1959585576?slocation=621540
Зарядник на айфон 5,5s,6,6s,7,7 plus,8,8plus,x,xs;490 ;Республика Марий Эл, Йошкар-Ола;5 июля 16:41;https://03.img.avito.st/208x156/8667628203.jpg;https://www.avito.ru/rossiya/yoshkar-ola/telefony/zaryadnik_na_ayfon_55s66s77_plus88plusxxs_1927562673
iPhone X 64g;31 000 ;Республика Дагестан, Избербаш;4 июля 17:57;https://42.img.avito.st/208x156/8874980842.jpg;https://www.avito.ru/rossiya/izberbash/telefony/iphone_x_64g_1977064781?slocation=621540
iPhone X;35 000 ;Москва;2 июля 22:55;https://03.img.avito.st/208x156/8788159703.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_1935363193
iPhone x256gb;25 000 ;Ставропольский край, Ставрополь;4 июля 19:57;https://40.img.avito.st/208x156/8715177240.jpg;https://www.avito.ru/rossiya/stavropol/telefony/iphone_x256gb_1949632696
Case/iPhone X,Xs синий(доставка);350 ;Нижегородская область, Нижний Новгород;5 июля 21:50;https://38.img.avito.st/208x156/8387194438.jpg;https://www.avito.ru/rossiya/nizhniy_novgorod/telefony/caseiphone_xxs_siniydostavka_1898718584
iPhone X;38 000 ;Омская область, Омск;4 июля 20:03;https://99.img.avito.st/208x156/8875487199.jpg;https://www.avito.ru/rossiya/omsk/telefony/iphone_x_1959338436?slocation=621540
iPhone X 64gb новый;25 000 ;Республика Дагестан, Махачкала;4 июля 10:27;https://32.img.avito.st/208x156/8706258732.jpg;https://www.avito.ru/rossiya/mahachkala/telefony/iphone_x_64gb_novyy_1947671465
iPhone X;25 500 ;Краснодарский край, Краснодар;4 июля 14:20;https://41.img.avito.st/208x156/8872978441.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1973836930?slocation=621540
iPhone X;34 990 ;Ростовская область, Ростов-на-Дону;3 июля 18:43;https://08.img.avito.st/208x156/8870603408.jpg;https://www.avito.ru/rossiya/rostov-na-donu/telefony/iphone_x_1968963862?slocation=621540
iPhone X 64gb;33 000 ;Тульская область, Новомосковск;4 июля 17:11;https://37.img.avito.st/208x156/8714128237.jpg;https://www.avito.ru/rossiya/novomoskovsk/telefony/iphone_x_64gb_1943148696?slocation=621540
iPhone X 64 Gb;31 990 ;Калининградская область, Калининград;4 июля 14:05;https://40.img.avito.st/208x156/8873846940.jpg;https://www.avito.ru/rossiya/kaliningrad/telefony/iphone_x_64_gb_1979034267?slocation=621540
iPhone X 256 gb;36 000 ;Москва;4 июля 23:57;https://61.img.avito.st/208x156/8876051161.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_256_gb_1953344491?slocation=621540
iPhone X 256 gb, space gray;30 990 ;Москва;4 июля 19:46;https://96.img.avito.st/208x156/8875372396.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_256_gb_space_gray_1972870147
iPhone 7/8/X/6s/7 plus;5 990 ;Свердловская область, Екатеринбург;5 июля 06:46;https://71.img.avito.st/208x156/8316801271.jpg;https://www.avito.ru/rossiya/ekaterinburg/telefony/iphone_78x6s7_plus_1902198248?slocation=621540
iPhone 5s Se 6 6s 7 7plus 8 X;5 990 ;Тамбовская область, Мичуринск;5 июля 15:02;https://48.img.avito.st/208x156/5926814848.jpg;https://www.avito.ru/rossiya/michurinsk/telefony/iphone_5s_se_6_6s_7_7plus_8_x_1783101569?slocation=621540
iPhone X 256gb;25 000 ;Московская область, Котельники;4 июля 22:32;https://29.img.avito.st/208x156/8875994829.jpg;https://www.avito.ru/rossiya/kotelniki/telefony/iphone_x_256gb_1953403751?slocation=621540
iPhone X 64gb Black;33 000 ;Воронежская область, Воронеж;4 июля 01:06;https://24.img.avito.st/208x156/8871818824.jpg;https://www.avito.ru/rossiya/voronezh/telefony/iphone_x_64gb_black_1961587284
iPhone X;30 000 ;Республика Дагестан, Бабаюртовский р-н, с. Бабаюрт;4 июля 17:54;https://13.img.avito.st/208x156/8874408213.jpg;https://www.avito.ru/rossiya/babayurt/telefony/iphone_x_1971514165?slocation=621540
iPhone X 256gb;35 000 ;Тюменская область, Ноябрьск;4 июля 16:20;https://01.img.avito.st/208x156/8713880701.jpg;https://www.avito.ru/rossiya/noyabrsk/telefony/iphone_x_256gb_1947821472
Телефон iPhone X 64gb;30 000 ;Республика Дагестан, Махачкала;5 июля 10:21;https://78.img.avito.st/208x156/8877108378.jpg;https://www.avito.ru/rossiya/mahachkala/telefony/telefon_iphone_x_64gb_1974593961?slocation=621540
iPhone X 64GB Silver;31 500 ;Липецкая область, Липецк;4 июля 15:56;https://43.img.avito.st/208x156/8874217543.jpg;https://www.avito.ru/rossiya/lipetsk/telefony/iphone_x_64gb_silver_1977767704?slocation=621540
Дисплей iPhone X новый установка в подарок;5 000 ;Москва;5 июля 10:22;https://30.img.avito.st/208x156/8814901830.jpg;https://www.avito.ru/rossiya/moskva/telefony/displey_iphone_x_novyy_ustanovka_v_podarok_1932819480?slocation=621540
Телефон iPhone X 256G;25 000 ;Тюменская область, Сургут;3 июля 19:18;https://04.img.avito.st/208x156/8870758604.jpg;https://www.avito.ru/rossiya/surgut/telefony/telefon_iphone_x_256g_1967594379?slocation=621540
iPhone X 64g;33 000 ;Чеченская Республика, Урус-Мартановский р-н, Урус-Мартан;4 июля 15:57;https://98.img.avito.st/208x156/8874441598.jpg;https://www.avito.ru/rossiya/urus-martan/telefony/iphone_x_64g_1972282245?slocation=621540
iPhone X 64 GB;25 000 ;Московская область, Одинцовский г.о.;4 июля 15:20;https://45.img.avito.st/208x156/8874238745.jpg;https://www.avito.ru/rossiya/barviha/telefony/iphone_x_64_gb_1926212307
iPhone X 256GB;30 000 ;Республика Дагестан, Махачкала;4 июля 15:16;https://48.img.avito.st/208x156/8874205648.jpg;https://www.avito.ru/rossiya/mahachkala/telefony/iphone_x_256gb_1977413826?slocation=621540
iPhone X Silver 256Gb;32 500 ;Иркутская область, Братск;4 июля 07:49;https://87.img.avito.st/208x156/8241131487.jpg;https://www.avito.ru/rossiya/bratsk/telefony/iphone_x_silver_256gb_1818905995
iPhone X iPhone XR iPhone XS;24 999 ;Санкт-Петербург;5 июля 11:05;https://66.img.avito.st/208x156/6192747166.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_x_iphone_xr_iphone_xs_1765633137?slocation=621540
Чехол iPhone X Xs Moomin;500 ;Москва;5 июля 17:25;https://94.img.avito.st/208x156/8248701494.jpg;https://www.avito.ru/rossiya/moskva/telefony/chehol_iphone_x_xs_moomin_1890233644?slocation=621540
iPhone X;30 490 ;Челябинская область, Челябинск;5 июля 09:58;https://91.img.avito.st/208x156/8877005391.jpg;https://www.avito.ru/rossiya/chelyabinsk/telefony/iphone_x_1978303603?slocation=621540
Коробки iPhone 6s/6s+ 7/7+ 8/8+ X XS XR 11 Pro Max;250 ;Санкт-Петербург;5 июля 14:45;https://46.img.avito.st/208x156/8292995146.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/korobki_iphone_6s6s_77_88_x_xs_xr_11_pro_max_1888173900
Телефон iPhone X 256 g;15 000 ;Московская область, г.о. Щёлково, рабочий пос. Монино;4 июля 23:34;https://18.img.avito.st/208x156/8876160118.jpg;https://www.avito.ru/rossiya/monino/telefony/telefon_iphone_x_256_g_1925877846
iPhone X/XR;37 000 ;Новосибирская область, Новосибирск;5 июля 07:45;https://71.img.avito.st/208x156/8876637371.jpg;https://www.avito.ru/rossiya/novosibirsk/telefony/iphone_xxr_1979452178?slocation=621540
iPhone X 64gb;21 000 ;Москва;4 июля 13:51;https://35.img.avito.st/208x156/8873779835.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_64gb_1959772563?slocation=621540
Айфон iPhone x;25 000 ;Краснодарский край, Кореновский р-н, Кореновск;4 июля 10:57;https://84.img.avito.st/208x156/8872883884.jpg;https://www.avito.ru/rossiya/korenovsk/telefony/ayfon_iphone_x_1971371581
Чехол iPhone 7/8+/X оригинал;500 ;Санкт-Петербург;5 июля 16:15;https://69.img.avito.st/208x156/8719544569.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/chehol_iphone_78x_original_1945070772
Case/iPhone X,Xs фиолетовыйй(доставка);350 ;Нижегородская область, Нижний Новгород;5 июля 21:50;https://85.img.avito.st/208x156/8387174485.jpg;https://www.avito.ru/rossiya/nizhniy_novgorod/telefony/caseiphone_xxs_fioletovyyydostavka_1898040462
Продаю iPhone X 256gb R-Sim;27 000 ;Москва;5 июля 11:48;https://38.img.avito.st/208x156/8877497438.jpg;https://www.avito.ru/rossiya/moskva/telefony/prodayu_iphone_x_256gb_r-sim_1933574001
Дисплей iPhone 5 5S SE 6 7 8 X XS XR ремонт;800 ;Санкт-Петербург;5 июля 12:43;https://61.img.avito.st/208x156/4651923461.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/displey_iphone_5_5s_se_6_7_8_x_xs_xr_remont_1674011427
iPhone X/8/7/8+/7+/XR/SE/6s/11/11Pro/XS Max;4 990 ;Тюменская область, Тюмень;5 июля 12:00;https://44.img.avito.st/208x156/8018499544.jpg;https://www.avito.ru/rossiya/tyumen/telefony/iphone_x8787xrse6s1111proxs_max_1849009759?slocation=621540
iPhone X, 10, 64GB, 256GB;32 990 ;Калининградская область, Калининград;5 июля 11:29;https://26.img.avito.st/208x156/8034776926.jpg;https://www.avito.ru/rossiya/kaliningrad/telefony/iphone_x_10_64gb_256gb_1855109003?slocation=621540
Case/iPhone X,Xs фиолетовыйй(доставка);350 ;Нижегородская область, Нижний Новгород;5 июля 21:50;https://85.img.avito.st/208x156/8387174485.jpg;https://www.avito.ru/rossiya/nizhniy_novgorod/telefony/caseiphone_xxs_fioletovyyydostavka_1898040462
Продаю iPhone X 256gb R-Sim;27 000 ;Москва;5 июля 11:48;https://38.img.avito.st/208x156/8877497438.jpg;https://www.avito.ru/rossiya/moskva/telefony/prodayu_iphone_x_256gb_r-sim_1933574001
iPhone 8 X XR XS 7 6S 6 SE 7 Plus 8 Plus 6S Plus;4 900 ;Санкт-Петербург;5 июля 17:01;https://52.img.avito.st/208x156/8202855652.jpg;https://www.avito.ru/rossiya/sankt-peterburg/telefony/iphone_8_x_xr_xs_7_6s_6_se_7_plus_8_plus_6s_plus_1867170159?slocation=621540
iPhone X- Айфон икс. 64 гб;26 000 ;Москва;4 июля 12:00;https://72.img.avito.st/208x156/8873159572.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x-_ayfon_iks._64_gb_1954818077?slocation=621540
iPhone x;29 000 ;Москва;4 июля 12:42;https://58.img.avito.st/208x156/8873336158.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_1951341599?slocation=621540
iPhone Xr X 7 8;14 990 ;Удмуртская Республика, Ижевск;5 июля 09:54;https://35.img.avito.st/208x156/8413681435.jpg;https://www.avito.ru/rossiya/izhevsk/telefony/iphone_xr_x_7_8_1891412034?slocation=621540
Замена стекла iPhone X / Xs / Xs Max / 11 Pro;9 900 ;Санкт-Петербург;5 июля 08:17;https://44.img.avito.st/208x156/6422674844.jpg;https://www.avito.ru/rossiya/sankt-peterburg/predlozheniya_uslug/zamena_stekla_iphone_x_xs_xs_max_11_pro_1039567899
Телефон Айфон X;34 000 ;Республика Дагестан, Махачкала;4 июля 21:42;https://62.img.avito.st/208x156/8875846962.jpg;https://www.avito.ru/rossiya/mahachkala/telefony/telefon_ayfon_x_1979940999?slocation=621540
iPhone X;25 500 ;Краснодарский край, Краснодар;5 июля 11:03;https://19.img.avito.st/208x156/8877260319.jpg;https://www.avito.ru/rossiya/krasnodar/telefony/iphone_x_1973078919?slocation=621540
iPhone X 256 Gb white идеальное состояние;36 000 ;Москва;5 июля 11:31;https://91.img.avito.st/208x156/8859230591.jpg;https://www.avito.ru/rossiya/moskva/telefony/iphone_x_256_gb_white_idealnoe_sostoyanie_1848399970?slocation=621540
